ID_MASTER;Official_Name;Short_Name;Partner_Name reported;Member_Name;Headquarter Location;Member_Type;Member_Type_2;International_Local;Aggregator_operator;Region of activity;Sector
2;Cities Race to Resilience Coalition;CitiesR2R;Cities Race to Resilience Coalition;Cajica (Cundinamarca);Cajica (Cundinamarca);Nonstate public administration;Cities;Local;Operator;Colombia;"O. Public administration and defence; compulsory social security"
6;Extreme Heat Resilience Alliance;EHRA;Extreme Heat Resilience Alliance;City of Athens, Greece;Grecia;Nonstate public administration;Cities;Local;Operator;No data;No data
2;Cities Race to Resilience Coalition;CitiesR2R;Cities Race to Resilience Coalition;City of Beira;Beira;Nonstate public administration;Cities;Local;Operator;Mozambique;"O. Public administration and defence; compulsory social security"
2;Cities Race to Resilience Coalition;CitiesR2R;Cities Race to Resilience Coalition;City of Belém;Belém;Nonstate public administration;Cities;Local;Operator;Brazil;"O. Public administration and defence; compulsory social security"
2;Cities Race to Resilience Coalition;CitiesR2R;Cities Race to Resilience Coalition;City of Belfast;Belfast;Nonstate public administration;Cities;Local;Operator;United Kingdom;"O. Public administration and defence; compulsory social security"
6;Extreme Heat Resilience Alliance;EHRA;Extreme Heat Resilience Alliance;City of Buenos Aires, Argentina*;Argentina;Nonstate public administration;Cities;Local;Operator;No data;No data
2;Cities Race to Resilience Coalition;CitiesR2R;Cities Race to Resilience Coalition;City of Bulawayo;Bulawayo;Nonstate public administration;Cities;Local;Operator;Zimbabwe;"O. Public administration and defence; compulsory social security"
6;Extreme Heat Resilience Alliance;EHRA;Extreme Heat Resilience Alliance;City of Chennai, India;India;Nonstate public administration;Cities;Local;Operator;No data;No data
2;Cities Race to Resilience Coalition;CitiesR2R;Cities Race to Resilience Coalition;City of Dipolog;Dipolog;Nonstate public administration;Cities;Local;Operator;Philippines;"O. Public administration and defence; compulsory social security"
6;Extreme Heat Resilience Alliance;EHRA;Extreme Heat Resilience Alliance;City of Freetown, Sierra Leone;Sierra Leone;Nonstate public administration;Cities;Local;Operator;No data;No data
2;Cities Race to Resilience Coalition;CitiesR2R;Cities Race to Resilience Coalition;City of Halifax;Halifax;Nonstate public administration;Cities;Local;Operator;Canada;"O. Public administration and defence; compulsory social security"
2;Cities Race to Resilience Coalition;CitiesR2R;Cities Race to Resilience Coalition;City of Harare;Harare;Nonstate public administration;Cities;Local;Operator;Zimbabwe;"O. Public administration and defence; compulsory social security"
2;Cities Race to Resilience Coalition;CitiesR2R;Cities Race to Resilience Coalition;City of Lagos;Lagos;Nonstate public administration;Cities;Local;Operator;Nigeria;"O. Public administration and defence; compulsory social security"
2;Cities Race to Resilience Coalition;CitiesR2R;Cities Race to Resilience Coalition;City of London;London;Nonstate public administration;Cities;Local;Operator;United Kingdom;"O. Public administration and defence; compulsory social security"
2;Cities Race to Resilience Coalition;CitiesR2R;Cities Race to Resilience Coalition;City of Lusaka;Lusaka;Nonstate public administration;Cities;Local;Operator;Zambia;"O. Public administration and defence; compulsory social security"
2;Cities Race to Resilience Coalition;CitiesR2R;Cities Race to Resilience Coalition;City of Makati;Makati;Nonstate public administration;Cities;Local;Operator;Philippines;"O. Public administration and defence; compulsory social security"
6;Extreme Heat Resilience Alliance;EHRA;Extreme Heat Resilience Alliance;City of Melbourne, Australia;Australia;Nonstate public administration;Cities;Local;Operator;No data;No data
6;Extreme Heat Resilience Alliance;EHRA;Extreme Heat Resilience Alliance;City of Mexico City, Mexico;EEUU;Nonstate public administration;Cities;Local;Operator;No data;No data
6;Extreme Heat Resilience Alliance;EHRA;Extreme Heat Resilience Alliance;City of Miami Beach, Florida;EEUU;Nonstate public administration;Cities;Local;Operator;No data;No data
6;Extreme Heat Resilience Alliance;EHRA;Extreme Heat Resilience Alliance;City of Miami, Florida;EEUU;Nonstate public administration;Cities;Local;Operator;No data;No data
6;Extreme Heat Resilience Alliance;EHRA;Extreme Heat Resilience Alliance;City of Monterrey, Mexico;Mexico;Nonstate public administration;Cities;Local;Operator;No data;No data
6;Extreme Heat Resilience Alliance;EHRA;Extreme Heat Resilience Alliance;City of New York, New York;New York;Nonstate public administration;Cities;Local;Operator;No data;No data
2;Cities Race to Resilience Coalition;CitiesR2R;Cities Race to Resilience Coalition;City of Newcastle;Newcastle;Nonstate public administration;Cities;Local;Operator;Australia;"O. Public administration and defence; compulsory social security"
2;Cities Race to Resilience Coalition;CitiesR2R;Cities Race to Resilience Coalition;City of Nottingham;Nottingham;Nonstate public administration;Cities;Local;Operator;United Kingdom;"O. Public administration and defence; compulsory social security"
2;Cities Race to Resilience Coalition;CitiesR2R;Cities Race to Resilience Coalition;City of Paris;Paris;Nonstate public administration;Cities;Local;Operator;France;"O. Public administration and defence; compulsory social security"
2;Cities Race to Resilience Coalition;CitiesR2R;Cities Race to Resilience Coalition;City of Quelimane;Quelimane;Nonstate public administration;Cities;Local;Operator;Mozambique;"O. Public administration and defence; compulsory social security"
2;Cities Race to Resilience Coalition;CitiesR2R;Cities Race to Resilience Coalition;City of Reykjavík;Reykjavík;Nonstate public administration;Cities;Local;Operator;Iceland;"O. Public administration and defence; compulsory social security"
2;Cities Race to Resilience Coalition;CitiesR2R;Cities Race to Resilience Coalition;City of Salvador;Salvador;Nonstate public administration;Cities;Local;Operator;Brazil;"O. Public administration and defence; compulsory social security"
2;Cities Race to Resilience Coalition;CitiesR2R;Cities Race to Resilience Coalition;City of San Francisco;San Francisco;Nonstate public administration;Cities;Local;Operator;Philippines;"O. Public administration and defence; compulsory social security"
2;Cities Race to Resilience Coalition;CitiesR2R;Cities Race to Resilience Coalition;City of San Francisco;San Francisco;Nonstate public administration;Cities;Local;Operator;United States of America;"O. Public administration and defence; compulsory social security"
6;Extreme Heat Resilience Alliance;EHRA;Extreme Heat Resilience Alliance;City of Santiago, Chile;Chile;Nonstate public administration;Cities;Local;Operator;No data;No data
6;Extreme Heat Resilience Alliance;EHRA;Extreme Heat Resilience Alliance;City of Seville;Spain;Nonstate public administration;Cities;Local;Operator;No data;No data
2;Cities Race to Resilience Coalition;CitiesR2R;Cities Race to Resilience Coalition;City of Sunderland;Sunderland;Nonstate public administration;Cities;Local;Operator;United Kingdom;"O. Public administration and defence; compulsory social security"
6;Extreme Heat Resilience Alliance;EHRA;Extreme Heat Resilience Alliance;City of Tel Aviv;Israel;Nonstate public administration;Cities;Local;Operator;No data;No data
2;Cities Race to Resilience Coalition;CitiesR2R;Cities Race to Resilience Coalition;Cocody;Cocody;Nonstate public administration;Cities;Local;Operator;Côte d'Ivoire;"O. Public administration and defence; compulsory social security"
2;Cities Race to Resilience Coalition;CitiesR2R;Cities Race to Resilience Coalition;Comas Lima;Comas Lima;Nonstate public administration;Cities;Local;Operator;Peru;"O. Public administration and defence; compulsory social security"
2;Cities Race to Resilience Coalition;CitiesR2R;Cities Race to Resilience Coalition;Commune d'arrondissement de Garoua 2;Commune d'arrondissement de Garoua 2;Nonstate public administration;Cities;Local;Operator;Cameroon;"O. Public administration and defence; compulsory social security"
2;Cities Race to Resilience Coalition;CitiesR2R;Cities Race to Resilience Coalition;County Government of Nakuru;County Government of Nakuru;Nonstate public administration;Cities;Local;Operator;Kenya;"O. Public administration and defence; compulsory social security"
2;Cities Race to Resilience Coalition;CitiesR2R;Cities Race to Resilience Coalition;Edinburgh City Council;Edinburgh City Council;Nonstate public administration;Cities;Local;Operator;United Kingdom;"O. Public administration and defence; compulsory social security"
2;Cities Race to Resilience Coalition;CitiesR2R;Cities Race to Resilience Coalition;Fokoué;Fokoué;Nonstate public administration;Cities;Local;Operator;Cameroon;"O. Public administration and defence; compulsory social security"
2;Cities Race to Resilience Coalition;CitiesR2R;Cities Race to Resilience Coalition;Gaziantep;Gaziantep;Nonstate public administration;Cities;Local;Operator;Turkey;"O. Public administration and defence; compulsory social security"
2;Cities Race to Resilience Coalition;CitiesR2R;Cities Race to Resilience Coalition;Gibsons;Gibsons;Nonstate public administration;Cities;Local;Operator;Canada;"O. Public administration and defence; compulsory social security"
2;Cities Race to Resilience Coalition;CitiesR2R;Cities Race to Resilience Coalition;João Pessoa;João Pessoa;Nonstate public administration;Cities;Local;Operator;Brazil;"O. Public administration and defence; compulsory social security"
6;Extreme Heat Resilience Alliance;EHRA;Extreme Heat Resilience Alliance;Los Angeles County;No data;Nonstate public administration;Cities;Local;Operator;No data;No data
2;Cities Race to Resilience Coalition;CitiesR2R;Cities Race to Resilience Coalition;Metropolitan Government of Nashville and Davidson County;Metropolitan Government of Nashville and Davidson County;Nonstate public administration;Cities;Local;Operator;United States of America;"O. Public administration and defence; compulsory social security"
6;Extreme Heat Resilience Alliance;EHRA;Extreme Heat Resilience Alliance;Miami Dade County;FL, EEUU;Nonstate public administration;Cities;Local;Operator;No data;No data
2;Cities Race to Resilience Coalition;CitiesR2R;Cities Race to Resilience Coalition;Municipality of Menjez;Municipality of Menjez;Nonstate public administration;Cities;Local;Operator;Lebanon;"O. Public administration and defence; compulsory social security"
2;Cities Race to Resilience Coalition;CitiesR2R;Cities Race to Resilience Coalition;Municipality of Peñalolén;Chile;Nonstate public administration;Cities;Local;Operator;Chile;"O. Public administration and defence; compulsory social security"
2;Cities Race to Resilience Coalition;CitiesR2R;Cities Race to Resilience Coalition;New Glasgow;New Glasgow;Nonstate public administration;Cities;Local;Operator;Canada;"O. Public administration and defence; compulsory social security"
2;Cities Race to Resilience Coalition;CitiesR2R;Cities Race to Resilience Coalition;Oak Park;Oak Park;Nonstate public administration;Cities;Local;Operator;United States of America;"O. Public administration and defence; compulsory social security"
2;Cities Race to Resilience Coalition;CitiesR2R;Cities Race to Resilience Coalition;Oberlin;Oberlin;Nonstate public administration;Cities;Local;Operator;United States of America;"O. Public administration and defence; compulsory social security"
2;Cities Race to Resilience Coalition;CitiesR2R;Cities Race to Resilience Coalition;Olympia;Olympia;Nonstate public administration;Cities;Local;Operator;United States of America;"O. Public administration and defence; compulsory social security"
2;Cities Race to Resilience Coalition;CitiesR2R;Cities Race to Resilience Coalition;Ruwa;Ruwa;Nonstate public administration;Cities;Local;Operator;Zimbabwe;"O. Public administration and defence; compulsory social security"
2;Cities Race to Resilience Coalition;CitiesR2R;Cities Race to Resilience Coalition;Saanich District;Saanich District;Nonstate public administration;Cities;Local;Operator;Canada;"O. Public administration and defence; compulsory social security"
2;Cities Race to Resilience Coalition;CitiesR2R;Cities Race to Resilience Coalition;Tagum;Tagum;Nonstate public administration;Cities;Local;Operator;Philippines;"O. Public administration and defence; compulsory social security"
2;Cities Race to Resilience Coalition;CitiesR2R;Cities Race to Resilience Coalition;Travis County, Texas;Travis County, Texas;Nonstate public administration;Cities;Local;Operator;United States of America;"O. Public administration and defence; compulsory social security"
2;Cities Race to Resilience Coalition;CitiesR2R;Cities Race to Resilience Coalition;Tsévié;Tsévié;Nonstate public administration;Cities;Local;Operator;Togo;"O. Public administration and defence; compulsory social security"
2;Cities Race to Resilience Coalition;CitiesR2R;Cities Race to Resilience Coalition;Wakefield;Wakefield;Nonstate public administration;Cities;Local;Operator;United Kingdom;"O. Public administration and defence; compulsory social security"
2;Cities Race to Resilience Coalition;CitiesR2R;Cities Race to Resilience Coalition;Walvis Bay Municipality;Walvis Bay Municipality;Nonstate public administration;Cities;Local;Operator;Namibia;"O. Public administration and defence; compulsory social security"
2;Cities Race to Resilience Coalition;CitiesR2R;Cities Race to Resilience Coalition;Whitby;Whitby;Nonstate public administration;Cities;Local;Operator;Canada;"O. Public administration and defence; compulsory social security"
2;Cities Race to Resilience Coalition;CitiesR2R;Cities Race to Resilience Coalition;Wyndham City Council;Wyndham City Council;Nonstate public administration;Cities;Local;Operator;Australia;"O. Public administration and defence; compulsory social security"
2;Cities Race to Resilience Coalition;CitiesR2R;Cities Race to Resilience Coalition;Yaoundé 6e;Yaoundé 6e;Nonstate public administration;Cities;Local;Operator;Cameroon;"O. Public administration and defence; compulsory social security"
16;RegionsAdapt;Regions4;RegionsAdapt;Zamora Chinchipe;Ecuador;Nonstate public administration;Cities;Local;Operator;No data;No data
14;Ocean Risk and Resilience Action Alliance;ORRAA;Ocean Risk and Resilience Action Alliance;Global Islands Partnership (GLISPA);Latin America and the Caribbean;Partnership;Secondary organization;International;Aggregator;Latin America and the Caribbean;0
13;Just Rural Transition;JRT;Just Rural Transition;Global Resilience Partnership (GRP);No data;Partnership;Secondary organization;International;Aggregator;No data;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Global Resilience Partnership (GRP);Sweden;Partnership;Secondary organization;International;Aggregator;Europe;M
13;Just Rural Transition;JRT;Just Rural Transition;Global Water Partnership ;No data;Partnership;Secondary organization;International;Aggregator;No data;No data
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;Global Water Partnership (GWP);No data;Partnership;Secondary organization;International;Aggregator;No data;No data
6;Extreme Heat Resilience Alliance;EHRA;Extreme Heat Resilience Alliance;Partnership (REAP);No data;Partnership;Secondary organization;International;Aggregator;No data;No data
33;DARAJA (Resurgence);DARAJA;DARAJA (Resurgence);Risk-informed Early Action Partnership (REAP);No data;Partnership;Secondary organization;International;Aggregator;Global;No data
21;The Climakers;Climakers;The Climakers;CropLife International ;No data;Partnership;Secondary organization;International;Aggregator;No data;No data
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;World Food Programme (WFP);No data;Programme;Secondary organization;International;Operator;No data;No data
33;DARAJA (Resurgence);DARAJA;DARAJA (Resurgence);Clouds FM;Dar es Salaam;Radio;Media;Local;Operator;Local;No data
33;DARAJA (Resurgence);DARAJA;DARAJA (Resurgence);Ghetto FM;Nairobi;Radio;Media;Local;Operator;Local;No data
33;DARAJA (Resurgence);DARAJA;DARAJA (Resurgence);Ghetto Radio;Nairobi;Radio;Media;Local;Operator;Local;No data
33;DARAJA (Resurgence);DARAJA;DARAJA (Resurgence);Koch FM;Nairobi;Radio;Media;Local;Operator;Local;No data
33;DARAJA (Resurgence);DARAJA;DARAJA (Resurgence);Mtaani FM;Nairobi;Radio;Media;Local;Operator;Local;No data
33;DARAJA (Resurgence);DARAJA;DARAJA (Resurgence);Pamoja FM;Nairobi;Radio;Media;Local;Operator;Local;No data
33;DARAJA (Resurgence);DARAJA;DARAJA (Resurgence);Ruben FM;Nairobi;Radio;Media;Local;Operator;Local;No data
16;RegionsAdapt;Regions4;RegionsAdapt;Ahafo;Ghana;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;Alberta;Canada;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;Azuay;Ecuador;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;British Columbia;Canada;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;Brittany;France;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;California;USA;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;Catalonia;Spain;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;Ceará;Brazil;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;Centre Nord;Burkina Faso;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;Cross River State;Nigeria;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;Esmeraldas;Ecuador;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;Fatick;Senegal;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;Fès-Mèknes;Morocco;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;Flanders;Belgium;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;Goias;Brazil;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;Gossas ;Senegal;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;Guanajuato;Mexico;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;Hauts-Bassins;Burkina Faso;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;Imbabura;Ecuador;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;Jalisco;Mexico;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;Kaffrine;Senegal;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;KwaZulu-Natal;South Africa;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;La Réunion;France;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;La Rioja;Spain;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;Lombardy;Italy;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;Maharashtra;India;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;Manabí;Ecuador;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;Mancomunidad Regional de los Andes;Perú;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;Minas Gerais;Brazil;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;Misiones;Argentina;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;Morona Santiago;Ecuador;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;Paraná;Brazil;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;Pastaza;Ecuador;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;Pichincha;Ecuador;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;Prince Edward Island;Canada;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;Quebec;Canada;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;Rabat-Salé-Kénitra;Morocco;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;Región Administrativa y de Planificación Pacífico - RAP Pacífico;Colombia;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;Rio de Janeiro;Brazil;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;Rio Grande do Sul ;Brazil;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;Rivera;Uruguay;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;Saint-Louis;Senegal;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;Santa Elena;Ecuador;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;Sao Paulo;Brazil;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;Scotland;UK;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;South Australia;Australia;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;Sud Comoe;Ivory Coast;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;Tocantins ;Brazil;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;Tombouctou;Mali;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;Tucumán;Argentina;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;Wales;UK;Region Platform;Cities;Local;Operator;No data;No data
16;RegionsAdapt;Regions4;RegionsAdapt;Western Province;Sri Lanka;Region Platform;Cities;Local;Operator;No data;No data
7;Global Evergreening Alliance;GEGA;Global Evergreening Alliance;Catholic Relief Services (CRS);No data;Religious organizations;Non-Governmental Organisations;International;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Catholic Relief Services (CRS);No data;Religious organizations;Non-Governmental Organisations;International;Operator;No data;No data
13;Just Rural Transition;JRT;Just Rural Transition;Christian Aid;United Kingdom;Religious organizations;Non-Governmental Organisations;International;Operator;Africa, Asia, Latin America and the Caribbean;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Christian Aid;United Kingdom;Religious organizations;Non-Governmental Organisations;International;Operator;Africa, Asia, Latin America and the Caribbean;A, P, Q
7;Global Evergreening Alliance;GEGA;Global Evergreening Alliance;Marian Brothers (Brothers of The Immaculate Heart of Mary);No data;Religious organizations;Non-Governmental Organisations;International;Operator;No data;No data
7;Global Evergreening Alliance;GEGA;Global Evergreening Alliance;PACIDA - the Pastoralist Community Initiative and Development Assistance;No data;Religious organizations;Non-Governmental Organisations;International;Operator;No data;No data
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;Tearfund;No data;Religious organizations;Non-Governmental Organisations;International;Operator;No data;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Deltares;Netherlands;Research analysis;Research;Local;Operator;Africa, Europe, Asia, Latin America and the Caribbean, Oceania;M
13;Just Rural Transition;JRT;Just Rural Transition;EAT Foundation ;No data;Research analysis;Research;Local;Operator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;EDHEC Infra;No data;Research analysis;Research;Local;Operator;No data;No data
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;GSM Mobile for Development;No data;Research analysis;Research;Local;Operator;No data;No data
8;Global Mangrove Alliance;GMA;Global Mangrove Alliance;Gulf of California Marine Program;No data;Research analysis;Research;Local;Operator;No data;No data
13;Just Rural Transition;JRT;Just Rural Transition;International Food Policy Research ;No data;Research analysis;Research;International;Operator;No data;No data
8;Global Mangrove Alliance;GMA;Global Mangrove Alliance;INVEMAR;No data;Research analysis;Research;Local;Operator;No data;No data
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;Map Action;No data;Research analysis;Research;Local;Operator;No data;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Oxford Policy Management;United Kingdom;Research analysis;Research;Local;Operator;Africa, Asia, Europe, North America, Oceania;M
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Participatory Research in Asia International Academy (PRIA);India;Research analysis;Research;Local;Operator;Asia;E,P,Q
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Perspectives Climate Research (PCR);Germany;Research analysis;Research;Local;Operator;Europe;A,E,K, P
13;Just Rural Transition;JRT;Just Rural Transition;Research-World Agroforestry (CIFOR-ICRAF);No data;Research analysis;Research;Local;Operator;No data;No data
13;Just Rural Transition;JRT;Just Rural Transition;The Food, Agriculture and Natural Resources Policy Analysis Network (FANRPRAN) ;No data;Research analysis;Research;Local;Operator;No data;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Transitions Research;India;Research analysis;Research;Local;Operator;Asia;E,S
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Integrated Design (INDE);India ;Research analysis;Research;International;Operator;Asia;M
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;African Research Impact Network (ARIN);Nairobi, Kenya;Research Association;Research;Local;Operator;Africa;I, M, E, 
13;Just Rural Transition;JRT;Just Rural Transition;Agricultural Research Institutions (APAARI);No data;Research Association;Research;Local;Operator;No data;No data
33;DARAJA (Resurgence);DARAJA;DARAJA (Resurgence);Arab Academy for Science, Technology and Maritime Transport, (AASTM) ;No data;Research Association;Research;Local;Operator;Regional;No data
13;Just Rural Transition;JRT;Just Rural Transition;Asia-Pacific Association of Agricultural Research Institutions ;No data;Research Association;Research;Local;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Asociacion Colombiana de Ingenieria Sismica (AIS) ;No data;Research Association;Research;Local;Operator;No data;No data
13;Just Rural Transition;JRT;Just Rural Transition;Association des Femmes Peules et Peuples Autochtones du Tchad (AFPAT) ;No data;Research Association;Research;Local;Operator;No data;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Association of Commonwealth Universities (ACU);London, UK ;Research Association;Research;Local;Operator;Africa, Europe, Asia, Latin America and the Caribbean, North America, Oceania;E
13;Just Rural Transition;JRT;Just Rural Transition;Association of International Research and Development Centres for Agriculture (AIRCA) ;No data;Research Association;Research;Local;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Association of Structural Engineers of the Philippines Center for Disaster Philanthropy;No data;Research Association;Research;Local;Operator;No data;No data
13;Just Rural Transition;JRT;Just Rural Transition;Consultative Group on International Agricultural Research (CGIAR) ;No data;Research Association;Research;Local;Operator;No data;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Desert Research Foundation of Namibia (DRFN);Namibia;Research Association;Research;Local;Operator;Africa;M
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Least Developed Countries Universities Consortium on Climate Change (LUCCC);Bangladesh;Research Association;Research;Local;Operator;Asia, Africa;M, J
8;Global Mangrove Alliance;GMA;Global Mangrove Alliance;Mangrove Specialist Group;No data;Research Association;Research;Local;Operator;No data;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Nepal Water Conservation Foundation for Academic Research (NWCF);Nepal;Research Association;Research;International;Operator;Asia;M, E
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Netherlands Organisation for Scientific Research (NWO);Netherlands;Research Association;Research;International;Operator;Europe;M
8;Global Mangrove Alliance;GMA;Global Mangrove Alliance;Ocean Research & Conservarion Association ORCA;No data;Research Association;Research;Local;Operator;No data;No data
7;Global Evergreening Alliance;GEGA;Global Evergreening Alliance;Rubber and Jatropha Research - Nepal (IRJR-Nepal);No data;Research Association;Research;Local;Operator;No data;No data
8;Global Mangrove Alliance;GMA;Global Mangrove Alliance;Smithsonian Institution;No data;Research Association;Research;Local;Operator;No data;No data
13;Just Rural Transition;JRT;Just Rural Transition;West and Central African Council for Agricultural Research (CORAF) ;No data;Research Association;Research;Local;Operator;No data;No data
13;Just Rural Transition;JRT;Just Rural Transition;Environment and Development (IIED) ;No data;Research Association;Research;International;Operator;No data;No data
14;Ocean Risk and Resilience Action Alliance;ORRAA;Ocean Risk and Resilience Action Alliance;IHE Delft Institute for Water Education;Europa;Research Association;Research;International;Operator;Global;0
7;Global Evergreening Alliance;GEGA;Global Evergreening Alliance;Friends of Usambara Society;No data;Societies;Secondary organization;Local;Operator;No data;No data
13;Just Rural Transition;JRT;Just Rural Transition;Indonesian Farmers Society ;No data;Societies;Secondary organization;Local;Operator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;OECD;No data;Global organization;Supranational organization;International;Operator;No data;No data
13;Just Rural Transition;JRT;Just Rural Transition;World Farmers’ Organisation (WFO);No data;Global organization;Supranational organization;International;Operator;No data;No data
21;The Climakers;Climakers;The Climakers;World Farmers’ Organisation (WFO);No data;Global organization;Supranational organization;International;Operator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;#NSFM NextGen;No data;Think Tanks;Research;International;Operator;No data;No data
